damageDealt	headshotKills	heals	killPlace	killPoints	kills	killStreaks	longestKill	matchDuration	matchType	numGroups	rankPoints	revives	rideDistance	roadKills	swimDistance	winPoints	winPlacePerc
272.3	0	1	22	0	2	2	12.58	1886	2	48	1481	0	0	0	0	0	0.4894
322.1	1	12	12	0	2	2	5.116	1833	3	26	1563	1	1779	0	0	0	0.8519
115.7	0	0	67	1345	0	0	0	1342	3	27	-1	0	0	0	0	1505	0.4074
263.9	1	0	11	0	3	3	33.88	1376	3	23	1489	0	0	0	0	0	0.1364
56.02	1	8	24	1147	1	1	191.8	1328	3	31	-1	0	0	0	39.95	1522	1
301.7	0	7	5	1000	4	2	169.7	1888	2	46	-1	0	0	0	0	1500	0.9149
523.9	2	2	2	0	6	1	202.4	1946	1	89	1500	0	0	0	0	0	0.9677
58.37	0	0	48	0	0	0	0	1824	1	91	1487	0	0	0	0	0	0.7065
319.6	1	2	7	0	4	1	71.42	1927	3	29	1456	1	567.6	0	0	0	0.6071
216.7	0	0	26	1507	1	1	114.9	1436	2	50	-1	1	0.0071	0	26.49	1664	0.9592
0	0	0	72	1210	0	0	0	1873	3	25	-1	0	0	0	0	1495	0.1071
23.59	0	0	71	1224	0	0	0	1816	3	26	-1	0	0	0	0	1507	0.2308
0	0	0	52	1057	0	0	0	1289	3	29	-1	0	0	0	0	1485	0.5714
210	1	0	19	0	2	1	12.11	1369	3	22	1459	0	0	0	0	0	0.2273
0	0	0	60	0	0	0	0	1382	2	47	1512	0	0	0	0	0	0.4894
54.18	0	1	64	1531	0	0	0	1326	3	33	-1	1	0	0	0	1479	0.25
0	0	0	65	0	0	0	0	1459	3	27	1580	0	0	0	0	0	0.3571
56.16	0	0	86	1327	0	0	0	1942	2	45	-1	0	0	0	0	1448	0.0652
422.5	0	1	22	1506	2	1	34.2	1348	3	25	-1	0	0	0	0	1543	0.2692
301	1	2	17	0	2	1	72.89	1944	2	45	1582	0	0	0	0	0	0.7872
0	0	0	77	0	0	0	0	1308	3	27	1440	0	0	0	0	0	0.1538
0	0	0	61	0	0	0	0	1895	3	28	1533	0	0	0	0	0	0.4483
100	0	0	36	1390	1	1	9.567	1368	3	27	-1	0	0	0	0	1567	0.4444
23.22	0	5	57	0	0	0	0	1464	3	27	1423	0	648.7	0	0	0	0.6786
39.67	0	3	53	1363	0	0	0	1981	2	46	-1	0	5061	0	52.75	1537	0.7021
377.6	2	6	5	0	4	2	51.81	1286	3	25	1565	1	1753	0	0	0	0.72
107.1	0	1	36	0	0	0	0	1401	3	28	1462	1	254.2	0	0	0	0.9643
0	0	0	93	1308	0	0	0	1460	3	30	-1	0	0	0	0	1526	0.0345
739.8	3	5	3	1636	6	3	26.56	1457	3	29	-1	0	0	0	0	1516	0.4138
0	0	0	69	0	0	0	0	1363	2	48	1503	0	0	0	0	0	0.3617
576.8	2	4	6	0	4	2	208.5	1947	2	25	1500	1	2548	0	0	0	0.8
100	1	0	46	0	1	1	4.259	1474	1	92	1481	0	0	0	0	0	0.1413
0	0	0	72	0	0	0	0	1425	3	27	1424	0	0	0	0	0	0.1154
0	0	0	85	0	0	0	0	1390	1	97	1507	0	0	0	0	0	0.134
58.56	0	3	49	0	0	0	0	1960	3	25	1419	0	995.8	0	0	0	0.7308
89.2	0	0	44	0	1	1	2.788	1912	3	26	1479	0	0	0	0	0	0
345	0	6	4	0	4	2	27.19	1464	2	46	1522	1	768.6	0	38.86	0	1
210.8	0	0	21	1046	1	1	35.55	1423	1	78	-1	0	0	0	0	1508	0.7143
60.2	0	5	64	1350	0	0	0	1331	3	27	-1	0	0	0	0	1420	0.3571
330	0	0	8	0	3	2	7.135	1367	3	25	1510	1	0	0	0	0	0.5833
100	0	0	78	0	0	0	0	1462	2	47	1470	0	0	0	0	0	0.2128
73.59	0	7	19	1234	1	1	111.3	1884	1	89	-1	0	4984	0	0	1573	0.8804
176.8	0	1	19	1001	2	1	36.8	1364	2	48	-1	0	0	0	0	1485	0.6735
52.46	0	0	90	1259	0	0	0	1374	3	27	-1	0	0	0	0	1442	0
400.2	0	8	4	0	6	1	100.7	1284	3	26	2064	0	0	0	0	0	1
20.6	0	0	79	0	0	0	0	1867	2	48	1476	0	0	0	0	0	0.1277
122	1	0	22	0	1	1	86.42	1350	2	49	1448	0	0	0	0	0	1
0.7818	0	1	27	0	1	1	158	1873	2	48	1511	1	5819	0	0	0	0.6042
3.669	0	3	36	1019	0	0	0	1817	3	25	-1	0	1298	0	0	1511	1
375.2	0	4	25	0	1	1	56.91	1352	3	28	1551	1	0	0	18.54	0	0.963
286	1	3	10	0	3	1	87.48	1558	2	48	1584	1	0	0	0	0	0.9787
55.35	0	0	78	1029	0	0	0	1240	3	26	-1	0	0	0	0	1501	0.0333
206	0	0	19	1334	2	1	82.52	1361	3	30	-1	0	2217	0	0	1494	0.7931
0	0	6	56	0	0	0	0	1970	3	24	1480	1	6527	0	0	0	0.2609
0	0	0	92	0	0	0	0	1364	3	29	1464	0	0	0	0	0	0.0357
14.46	0	0	24	0	1	1	191.4	1969	3	25	1519	0	4640	0	0	0	0.75
266.7	0	0	19	1000	2	1	4.439	1460	2	46	-1	0	0	0	0	1500	0.5208
40.8	0	0	92	0	0	0	0	1408	3	28	1503	0	0	0	0	0	0.0357
0	0	0	91	0	0	0	0	1293	3	28	1251	0	0	0	0	0	0.1111
186.3	0	1	52	1155	0	0	0	1869	2	48	-1	1	778.4	0	0	1504	0.6458
0	0	0	95	1415	0	0	0	1387	1	92	-1	0	0	0	0	1555	0
28	0	0	84	1104	0	0	0	1387	3	26	-1	0	0	0	0	1456	0.0769
255.2	1	1	15	1292	2	2	20.91	1848	3	29	-1	0	0	0	0	1535	0.3571
11.62	0	0	64	0	0	0	0	1825	2	42	1451	0	0	0	0	0	0.3571
229.8	0	2	28	0	1	1	128.8	1776	3	27	1425	0	3995	0	0	0	0.8519
186.4	0	6	35	0	0	0	0	1846	3	29	1503	0	2569	0	0	0	0.8966
495.1	1	4	9	0	3	2	40.31	1963	2	46	1769	0	5678	0	0	0	0.9574
228.6	0	0	35	0	1	1	3.08	1325	2	47	1464	0	0	0	0	0	0.3333
351.2	0	9	6	0	3	2	66.04	1383	2	45	1500	1	310.6	0	0	0	0.9556
83.78	0	0	42	1020	0	0	0	1837	3	29	-1	1	2141	0	0	1511	0.7143
95.36	0	0	97	0	0	0	0	1363	1	98	1617	0	0	0	0	0	0.0103
333.8	0	5	47	1000	0	0	0	1963	3	27	-1	0	4603	0	0	1500	0.7143
379.1	1	2	11	0	3	2	26.97	1405	3	31	1467	1	0	0	0	0	0.5
25.8	0	0	57	1483	0	0	0	1374	2	48	-1	0	0	0	0	1576	0.6042
100	0	0	69	0	0	0	0	1411	2	48	1494	0	0	0	0	0	0.3542
220.6	0	0	56	0	0	0	0	1420	3	28	1482	0	0	0	0	0	0.6786
441.4	2	2	13	0	2	1	234.6	1933	2	46	1474	0	7341	0	0	0	0.8936
287	0	4	13	0	2	1	18.28	1369	3	28	1441	1	0	0	0	0	0.8889
59.74	0	0	74	1052	0	0	0	1450	2	48	-1	1	0	0	0	1507	0.3191
12.28	0	0	76	0	0	0	0	1874	2	46	1473	0	0	0	0	0	0.1915
0	0	0	48	0	0	0	0	1749	2	43	1552	0	0	0	0	0	0.7174
29.62	0	0	32	1044	1	1	47.61	1468	3	27	-1	0	931.2	0	0	1421	0.5385
49.14	0	0	31	0	1	1	31.01	1450	3	26	1521	1	0	0	0	0	0.1923
317	0	0	24	1284	2	2	30	1428	2	47	-1	0	0	0	0	1613	0.2041
0	0	0	85	344	0	0	0	1348	2	43	-1	0	0	0	0	708	0
187.7	0	0	30	1507	1	1	3.688	1300	2	45	-1	0	0	0	0	1611	0.5111
46.44	0	0	88	0	0	0	0	1752	3	29	1424	0	0	0	0	0	0.0714
69.46	0	0	39	1136	0	0	0	1474	2	45	-1	1	727.2	0	0	1502	0.9565
69.27	0	0	84	0	0	0	0	1784	3	23	1446	0	0	0	0	0	0
277.1	1	0	10	1558	2	1	20.21	1941	3	27	-1	0	1666	0	0	1573	0.8846
634.5	0	6	1	1273	6	2	75.09	1410	2	47	-1	1	0	0	0	1520	0.9583
77	0	0	33	0	1	1	75.22	1479	1	93	1500	0	0	0	0	0	0.6277
154.2	0	2	27	1179	1	1	5.487	1380	3	31	-1	0	0	0	0	1424	0.5161
23.8	0	0	94	0	0	0	0	1351	2	47	1494	0	0	0	0	0	0
27.86	0	2	22	0	1	1	37.42	1425	2	45	1476	2	1130	0	0	0	0.8913
137	1	5	31	1061	1	1	69.99	1291	3	29	-1	0	0.0023	0	5.675	1522	0.6429
0	0	0	86	0	0	0	0	1866	2	47	1512	0	0	0	0	0	0.1042
48.52	0	0	74	0	0	0	0	1400	2	47	1664	0	0	0	0	0	0.25
70.2	0	0	83	1572	0	0	0	1374	3	26	-1	0	0	0	0	1538	0.0385
0	0	0	88	0	0	0	0	892	1	45	1500	0	0	0	0	0	0
98.66	0	0	49	0	0	0	0	1238	3	26	1459	0	0	0	0	0	0.7308
81.64	0	0	35	1609	1	1	11.58	1941	3	27	-1	0	0	0	0	1723	0.0769
230.3	0	7	31	0	1	1	8.345	1802	3	25	1460	1	10.56	0	0	0	0.4815
100	1	1	12	1000	1	1	22.55	1805	1	34	-1	0	648.1	0	0	1500	0.3429
129.9	0	1	53	1030	0	0	0	1323	2	46	0	0	0	0	0	1507	0.5745
0	0	0	96	0	0	0	0	1355	3	28	1499	0	0	0	0	0	0
86.78	0	0	40	0	1	1	97.69	1359	2	46	1489	0	0	0	0	0	0.2917
432	2	7	7	0	3	2	22.31	1311	3	26	1484	1	0	0	0	0	0.8846
0	0	0	61	1000	0	0	0	1462	1	79	-1	0	0	0	0	1492	0.2581
0	0	0	79	0	0	0	0	1814	2	45	1500	0	0	0	0	0	0.1522
30.35	0	10	28	0	1	1	7.675	1414	2	46	1478	0	0	0	57.67	0	0.8667
49.62	0	2	48	1309	0	0	0	1440	2	44	-1	0	0	0	0	1618	0.6739
126.8	0	1	44	1337	0	0	0	1392	2	47	-1	0	0	0	0	1550	1
66.72	0	18	29	1371	1	1	15.56	1869	3	28	-1	0	2461	0	0	1431	0.5357
100	0	0	52	0	1	1	0.5987	1419	1	94	1659	0	0	0	0	0	0.0825
1750	6	2	7	0	15	3	69.88	1034	1	8	1500	0	1657	0	0	0	0.7143
100	0	1	17	0	2	2	7.048	1368	2	46	1500	1	442.2	0	0	0	0.6383
348.2	1	3	6	0	3	1	132.5	1468	2	46	1502	1	0	0	0	0	0.9362
0	0	0	68	0	0	0	0	1290	3	27	1506	0	0	0	0	0	0.3571
101.6	0	0	56	0	0	0	0	1440	3	27	1494	0	0	0	0	0	0.5185
0	0	0	87	0	0	0	0	1873	3	27	1510	0	0	0	0	0	0
339.7	0	2	13	0	2	2	13.37	1725	2	46	1503	0	3493	0	0	0	0.7174
197.2	1	0	22	0	2	1	8.574	1769	3	29	1435	0	0	0	0	0	0.3103
0	0	0	61	1087	0	0	0	1329	2	49	-1	0	0	0	0	1463	0.5714
90.09	0	0	75	1255	0	0	0	1321	2	46	-1	0	0	0	0	1452	0.2128
132.8	0	2	51	0	0	0	0	1403	2	48	1544	0	0	0	0	0	0.8333
42.21	0	0	25	0	1	1	32.28	1845	1	94	1576	0	0	0	0	0	0.8737
94.6	0	0	84	0	0	0	0	1366	1	91	1546	0	0	0	0	0	0.0879
95.78	0	0	32	0	1	1	14.3	1365	3	26	1479	0	0	0	0	0	0.4231
87.36	0	0	76	1000	0	0	0	1985	3	31	0	0	0	0	0	1500	0.2258
90.86	0	1	66	0	0	0	0	1327	3	29	1293	0	10.07	0	0	0	0.5862
226	0	0	16	0	2	1	8.887	1767	3	26	1465	0	0	0	0	0	0.3846
265.5	1	1	6	0	4	3	37.67	1309	3	25	1708	3	0	0	0	0	0.8846
0	0	0	92	1000	0	0	0	1884	3	24	-1	0	0	0	0	1500	0
100	0	0	40	0	1	1	4.012	1396	3	24	1466	0	0	0	0	0	0.16
252.9	0	0	40	1246	1	1	16.98	1363	3	25	-1	0	0	0	0	1435	0.125
265.8	1	3	23	0	2	2	81.04	1873	3	31	1492	0	0	0	0	0	0.4333
321.5	1	3	5	1276	3	1	76.39	1407	3	25	-1	0	0	0	0	1535	1
128	0	0	34	1608	1	1	4.457	1328	3	28	-1	0	0	0	0	1538	0.4483
148.1	0	11	26	1444	1	1	4.708	1770	2	44	-1	0	4355	0	0	1558	0.6596
0	0	0	72	0	0	0	0	1755	3	27	1226	0	0	0	0	0	0.1852
434.2	2	1	3	0	4	1	35.85	1386	1	89	1486	0	0	0	58.64	0	0.8636
3.973	0	2	22	0	1	1	230	1830	3	28	1496	1	2207	0	0	0	0.9259
0	0	0	59	0	0	0	0	1362	3	28	1441	0	0	0	0	0	0.5556
0	0	0	54	0	0	0	0	1803	3	25	1460	0	0	0	0	0	0.5185
103.5	0	3	34	1176	1	1	10.47	1456	2	45	-1	0	0	0	0	1522	0.5
239.7	1	0	21	0	2	1	79.09	1390	3	30	1501	1	0	0	0	0	0.3448
272.2	0	14	15	1228	2	2	10.02	1800	2	39	-1	0	2452	0	7.96	1500	0.8571
158.7	0	0	36	1219	1	1	4.406	1444	2	45	-1	0	0	0	0	1480	0.0444
0	0	3	85	1396	0	0	0	1309	3	26	-1	0	0	0	0	1460	0.1923
44.34	0	2	56	0	0	0	0	1920	1	90	1523	0	0	0	0	0	0.5543
97.97	1	0	42	1715	1	1	16.94	1377	3	26	-1	0	0	0	0	1432	0.0714
330.5	1	8	12	0	3	1	36.24	1449	3	29	1458	1	1584	0	0	0	0.6071
60.6	0	8	25	1391	1	1	82.73	1443	2	49	-1	0	0	0	186.8	1568	0.9592
5.866	0	0	83	1240	0	0	0	1890	1	95	-1	0	0	0	0	1485	0.1458
25.38	0	0	68	994	0	0	0	1413	3	25	-1	0	0	0	24.66	1448	0.44
278.1	0	2	8	1326	4	1	69.13	1436	3	27	-1	1	793.9	0	0	1464	0.5769
39.1	0	3	71	0	0	0	0	1878	1	94	2211	0	469.8	0	0	0	0.3163
87	0	1	23	0	1	1	38.12	1281	2	49	1514	0	1442	0	0	0	0.9792
165.4	0	0	22	1379	1	1	59.1	1352	3	28	-1	1	0	0	0	1646	0.9286
258.3	0	1	31	1471	1	1	63.71	1388	2	48	-1	0	0	0	0	1530	0.617
140.3	1	0	39	0	1	1	59.79	1278	3	27	1410	0	0	0	0	0	0.5769
0	0	0	71	1076	0	0	0	1395	1	96	-1	0	0	0	0	1478	0.3684
175	2	0	19	0	2	2	65.2	1353	1	94	1512	0	0	0	0	0	0.75
228.7	0	0	14	0	2	1	12.43	1954	3	29	1464	0	0	0	0	0	0.5
200	0	0	34	0	1	1	22.23	1167	3	27	1510	1	0	0	0	0	0.3846
751.9	2	5	6	0	4	2	28.32	1823	3	27	1483	0	2611	0	0	0	0.8929
0	0	1	73	0	0	0	0	1445	2	49	1528	0	0	0	0	0	0.3265
200	0	0	94	0	0	0	0	1371	3	27	1357	0	0	0	0	0	0
0	0	0	59	1127	0	0	0	1385	2	48	-1	0	0	0	0	1489	0.4792
155.1	1	5	26	0	1	1	55.64	1459	1	96	1569	0	0	0	35.12	0	0.8542
279	1	8	14	1282	2	1	129.1	1884	3	28	-1	0	5001	1	0	1524	0.8889
401	1	2	9	0	3	2	28.82	1478	2	45	1461	2	0	0	0	0	0.8542
97.2	0	3	25	0	1	1	164.4	1832	3	27	1406	0	378	0	534.5	0	0.8929
655.2	2	0	11	1000	6	3	1.48	492	3	13	-1	0	0	0	0	1500	0.4737
366.3	2	4	3	1177	5	2	99.66	1880	2	50	-1	0	0	0	0	1515	1
36.19	0	0	84	1297	0	0	0	1387	3	29	-1	0	0	0	0	1474	0.1379
0	0	0	75	974	0	0	0	1286	3	27	-1	0	0	0	0	1471	0.1111
67.28	0	0	28	0	1	1	6.212	1755	3	27	1465	0	0	0	0	0	0.8519
77.57	0	0	36	0	1	1	20.2	2041	2	47	1500	0	0	0	0	0	0.3617
722.8	0	0	5	0	0	0	0	1808	1	2	1500	0	0	0	0	0	0
123	0	2	15	0	2	1	135.6	1408	3	31	1494	1	0	0	47.12	0	0.8333
100	0	1	43	0	1	1	9.262	1864	2	43	1486	0	0	0	0	0	0.0851
100	1	0	38	0	1	1	12.21	1191	2	42	1494	0	0	0	0	0	0.2326
65.51	0	0	69	0	0	0	0	1997	1	97	1490	0	0	0	0	0	0.398
98.04	0	0	76	1274	0	0	0	1381	1	96	-1	0	0	0	0	1513	0.2347
297.3	0	4	11	1393	3	1	38.93	1368	1	96	0	0	0	0	0	1460	0.7143
410.7	0	0	11	0	3	2	30.2	1309	2	45	1496	0	0	0	0	0	0.5652
100	0	0	36	0	1	1	25.37	1354	1	95	1500	0	0	0	0	0	0.375
0	0	0	91	0	0	0	0	1336	3	24	1482	0	0	0	0	0	0
122.6	0	2	27	0	1	1	31.62	1883	2	45	1518	0	0	0	0	0	0.3404
237.5	1	0	26	1451	1	1	11.32	1382	3	26	-1	1	384.3	0	0	1505	0.6897
49.14	0	0	84	1511	0	0	0	1408	2	47	-1	0	0	0	0	1610	0.1489
174.3	0	5	39	0	0	0	0	1770	2	31	1553	0	0	0	0	0	0.5333
330.4	1	6	5	1450	4	2	212.5	1858	2	45	-1	0	3121	0	0	1591	1
0	0	0	65	0	0	0	0	1347	2	47	1808	0	0	0	0	0	0.4583
249.6	0	2	12	1365	2	1	61.19	1357	2	48	-1	0	0	0	0	1493	0.8542
37.73	0	0	77	1335	0	0	0	1294	2	48	-1	0	0	0	0	1519	0.2553
0	0	0	86	0	0	0	0	1453	2	46	1500	0	0	0	0	0	0.0425
23.22	0	0	94	1292	0	0	0	1427	3	25	-1	0	0	0	0	1452	0
187.8	0	2	22	0	1	1	29.23	1400	2	46	1493	0	693.3	0	0	0	0.9348
0	0	0	87	0	0	0	0	1887	3	27	1494	0	366	0	0	0	0.0714
50.31	0	0	66	1316	0	0	0	1295	3	23	-1	0	0	0	0	1508	0.1481
67.59	0	3	62	0	0	0	0	1972	3	30	1505	0	0	0	0	0	0.2759
289.6	0	5	9	1232	3	1	122.5	1420	1	94	-1	0	0	0	0	1587	0.6186
245.7	0	1	26	0	1	1	39.56	1895	3	28	1510	2	9037	0	0	0	0.9643
100	0	0	28	1000	1	1	9.46	1897	2	48	-1	0	1897	0	0	1500	0.5833
388.9	0	7	4	0	5	2	183.1	1756	2	43	1559	1	5447	0	0	0	0.9333
0	0	0	60	0	0	0	0	1473	3	24	1447	0	0	0	0	0	0.36
112.2	0	0	29	1612	1	1	33.97	1385	3	29	-1	0	0	0	0	1472	0.7143
23.22	0	0	93	1512	0	0	0	1379	2	45	-1	0	0	0	0	1459	0
98.04	0	0	57	1000	0	0	0	1337	3	27	-1	0	0	0	0	1500	0.5556
0	0	1	67	0	0	0	0	2017	2	45	1500	0	0	0	0	0	0.2979
52.87	0	0	50	0	0	0	0	1877	3	29	1513	0	1276	0	0	0	0.7586
200	0	2	15	0	2	2	31.57	1468	2	48	1511	0	0	0	0	0	0.8723
288.7	1	0	9	0	3	2	66.74	1392	2	47	1534	0	0	0	0	0	0.8936
141.9	0	1	27	0	1	1	32.01	1900	3	28	1530	0	3888	0	28.98	0	0.8214
52.44	0	1	37	0	1	1	14.61	1425	3	28	1475	1	0	0	0	0	0.6786
444.3	1	0	4	0	4	3	40.26	1159	3	26	1488	0	1555	0	0	0	0.6538
919.5	1	7	2	1456	7	3	23.09	1353	3	25	-1	0	0	0	0	1530	0.8462
0	0	0	90	0	0	0	0	1816	3	29	1257	0	0	0	0	0	0.1071
0	0	0	58	1065	0	0	0	1915	1	65	-1	0	0	0	0	1534	0.1739
428.6	0	0	6	0	4	2	63.01	1850	2	49	1648	0	0	0	0	0	0.5833
162.4	1	0	49	0	1	1	9.577	1377	1	92	1495	0	0	0	0	0	0.1031
300	0	0	22	0	2	1	22.68	1686	3	27	1458	0	0	0	0	0	0.2692
0	0	0	90	0	0	0	0	1384	3	27	1472	0	0	0	0	0	0.0385
0	0	0	50	0	0	0	0	1386	2	46	1458	0	0	0	0	0	0.8043
0	0	0	74	1068	0	0	0	1961	3	28	-1	0	0	0	0	1463	0.2593
0	0	0	49	0	0	0	0	1408	1	93	1500	0	0	0	120.8	0	0.7979
86	1	0	24	1000	1	1	8.883	1788	3	27	-1	0	563	0	0	1500	0.8462
0	0	0	74	1406	0	0	0	1349	1	95	-1	0	0	0	0	1597	0.3125
268.3	1	0	10	0	2	1	57.06	1432	1	84	1568	0	1011	0	0	0	0.954
46.58	0	0	94	0	0	0	0	1329	3	26	1350	0	0	0	0	0	0
94.08	0	1	67	1127	0	0	0	1883	3	25	-1	0	1137	0	0	1487	0.2692
0	0	0	78	0	0	0	0	1842	2	47	1494	0	0	0	0	0	0.234
154.2	0	0	25	0	1	1	14.68	1305	2	48	1518	0	0	0	0	0	0.8542
303.3	0	4	7	0	3	2	38.29	1374	2	45	1430	0	474.2	0	0	0	0.9574
180	1	0	21	0	2	1	55.2	1433	1	92	1500	0	0	0	0	0	0.3696
28.38	0	0	60	0	0	0	0	1395	2	47	1500	0	0	0	0	0	0.5306
0	0	0	95	0	0	0	0	1431	2	47	1458	0	0	0	0	0	0
245.2	0	10	45	0	2	1	19.8	697	1	12	1500	0	0	0	0	0	0.4167
113.7	0	0	78	0	0	0	0	1271	3	28	1497	0	0	0	0	0	0.1724
2.076	0	7	58	1140	0	0	0	1852	3	24	-1	0	0	0	0	1502	0.4583
100	0	1	38	0	1	1	14.82	1375	3	26	1458	0	0	0	0	0	0.2963
0	0	0	71	1191	0	0	0	1371	1	95	-1	0	0	0	0	1469	0.3333
100	0	0	39	0	1	1	36.33	1860	3	26	1386	0	0	0	0	0	0.0385
0	0	10	48	1132	0	0	0	1843	3	29	-1	0	1005	0	0	1477	0.6071
172.9	0	3	16	1355	1	1	6.119	1675	3	27	-1	1	346.5	0	0	1549	1
0	0	0	88	0	0	0	0	1583	3	24	1456	0	0	0	0	0	0.04
40.64	0	0	74	0	0	0	0	1325	1	95	1454	0	0	0	0	0	0.2526
427.8	0	12	6	0	3	1	31.94	1649	3	27	1490	2	2790	0	0	0	0.8889
0	0	0	52	0	0	0	0	1389	2	49	1540	0	0	0	0	0	0.875
0	0	0	74	0	0	0	0	1365	1	87	1552	0	0	0	0	0	0.1932
37.71	0	0	63	1325	0	0	0	1980	3	31	-1	0	588.2	0	0	1415	0.4667
266.7	0	1	16	1379	2	1	10.01	1931	3	23	-1	0	0	0	0	1499	0.6364
140.9	0	0	37	1365	1	1	13.2	1883	3	25	-1	1	0	0	0	1526	0.1538
85.6	0	0	90	0	0	0	0	1884	1	89	1763	0	0	0	0	0	0
91.94	0	1	22	0	1	1	10.06	1236	3	25	1471	1	0	0	0	0	0.88
47.3	0	3	64	0	0	0	0	1381	1	89	1511	0	0	0	0	0	0.3656
104.4	0	1	71	0	0	0	0	1388	3	28	1414	0	0	0	0	0	0.2222
0	0	0	82	1318	0	0	0	1305	3	24	0	0	0	0	0	1482	0.08
118.3	0	0	69	1364	0	0	0	1868	1	95	-1	0	0	0	0	1559	0.3368
121	0	15	45	0	0	0	0	1887	3	28	1471	0	3829	0	13.58	0	0.7407
18.96	0	15	40	0	0	0	0	1903	1	92	1579	0	9007	0	0	0	0.9681
117.2	0	0	37	0	1	1	13.29	1827	3	30	1441	0	0	0	0	0	0.2667
621.9	1	9	2	0	6	3	28.86	1320	3	25	1613	0	0	0	0	0	0.9615
285.1	0	1	25	1359	2	2	3.987	1379	2	48	-1	0	0	0	0	1433	0.3542
792.2	1	10	1	0	6	3	205.2	1851	3	31	1440	1	8377	1	0	0	0.9677
74.11	0	3	10	0	3	2	96.29	1345	3	29	1534	0	0	0	0	0	0.8214
168	0	3	43	1313	0	0	0	1454	3	30	-1	1	0	0	0	1563	0.8966
157.3	0	0	80	0	0	0	0	1797	3	28	1461	0	0	0	0	0	0.1379
118.7	1	0	40	1000	1	1	4.07	1879	3	28	-1	0	0	0	0	1500	0.3214
66.99	0	3	24	1132	1	1	11.48	1310	3	29	-1	0	0	0	0	1402	0.9643
66.65	0	0	68	0	0	0	0	1325	3	23	1433	0	0	0	0	0	0.2
101.8	0	0	68	1226	0	0	0	1325	2	46	-1	0	0	0	0	1481	0.3333
0	0	0	57	0	0	0	0	1816	2	45	1486	0	0.01	0	204.6	0	0.5833
157.1	0	1	27	0	1	1	2.449	1379	3	23	1407	0	0	0	257	0	0.8333
0	0	1	76	1014	0	0	0	1873	2	45	-1	0	0	0	0	1468	0.2
0	0	0	94	0	0	0	0	1354	3	25	1448	0	0	0	0	0	0
0	0	0	52	1019	0	0	0	1462	2	41	-1	1	0	0	0	1517	0.4286
133.5	1	1	29	0	1	1	19.99	1473	1	96	1504	0	366	0	0	0	0.7083
178.3	0	11	6	0	3	1	83.49	1975	3	29	1500	0	3781	0	0	0	0.9643
0	0	0	81	0	0	0	0	1794	3	27	1486	0	0	0	0	0	0.0769
100	0	1	34	1419	1	1	3.559	1185	3	27	-1	0	0	0	0	1500	0.1852
0	0	0	89	1013	0	0	0	1300	3	26	-1	0	0	0	0	1494	0.0769
0	0	0	93	1521	0	0	0	1292	3	25	-1	0	0	0	0	1526	0.0385
0	0	1	66	991	0	0	0	1868	1	90	-1	0	0	0	0	1423	0.4167
0	0	0	87	1143	0	0	0	1335	3	32	-1	0	0	0	0	1464	0.125
0	0	0	71	1266	0	0	0	1410	1	94	-1	0	0	0	0	1446	0.3053
0	0	0	90	0	0	0	0	1461	1	92	1491	0	0	0	0	0	0.0425
65.03	1	1	38	0	1	1	19.63	1409	3	26	1500	2	0	0	0	0	0.3077
0	0	0	56	0	0	0	0	1884	3	27	1507	1	4429	0	0	0	0.5
200	0	1	16	0	2	1	8.596	1503	1	97	1490	0	2093	0	0	0	0.8144
503.3	0	0	3	1228	5	2	74.18	1313	2	45	-1	1	0	0	0	1509	0.9778
17.75	0	0	56	1140	0	0	0	1980	1	91	-1	0	1195	0	0	1464	0.5761
144.3	0	0	31	0	1	1	3.594	1360	2	47	1477	0	0	0	0	0	0.5
0	0	0	97	0	0	0	0	1796	3	27	1452	0	0	0	0	0	0
100	0	3	40	0	1	1	2.509	1353	2	49	1486	0	0	0	0	0	0.2449
0	0	0	96	0	0	0	0	1414	1	95	1500	0	0	0	0	0	0
10	0	0	28	1162	1	1	5.859	1510	2	40	-1	0	0	0	0	1532	0.25
181.3	0	5	24	0	1	1	36.51	1335	1	92	1634	0	0	0	28.23	0	0.8191
2.078	0	1	55	1006	0	0	0	1351	2	48	-1	0	966.7	0	0	1500	0.617
100	0	0	28	0	1	1	40.09	1402	2	47	1473	0	1016	0	0	0	0.7234
0	0	0	62	0	0	0	0	1335	3	25	1487	0	0	0	0	0	0.4615
0	0	0	80	0	0	0	0	1388	3	29	1663	0	0	0	0	0	0.2069
69.65	0	0	28	1000	1	1	5.405	1416	3	30	-1	0	0	0	0	1500	0.5862
527.9	1	2	4	1218	4	1	13.28	1911	1	83	-1	0	0	0	0	1498	0.3864
0	0	0	74	0	0	0	0	1403	1	88	1457	0	0	0	0	0	0.1868
202.7	1	3	28	1339	1	1	23.25	1397	3	26	-1	1	0	0	0	1463	0.9231
32.59	0	0	70	1518	0	0	0	1395	2	48	-1	0	0	0	0	1457	0.3191
42.94	0	0	53	0	0	0	0	1872	2	48	1505	0	0	0	0	0	0.5833
70.72	0	0	88	0	0	0	0	1475	1	93	1524	0	0	0	0	0	0.0638
482.1	0	8	5	0	5	2	145.2	1837	3	27	1609	0	3683	0	0	0	0.6071
0	0	0	81	0	0	0	0	1961	2	41	1500	0	0	0	0	0	0
188.2	0	1	39	1323	1	1	21.39	1397	3	31	-1	0	0	0	0	1475	0.4333
